Timestamp,Time(s),Mode,Pos_X,Pos_Y,Pos_Z,Yaw,AI_Detections,Alerts
11:40:01.038,51.81,OFFBOARD,6.14,-5.27,1.5,2.63,2,None
11:40:02.272,53.05,OFFBOARD,4.24,-3.96,1.5,2.47,0,None
11:40:02.983,53.76,OFFBOARD,1.02,-1.02,1.5,2.36,0,None
11:40:03.812,54.58,OFFBOARD,-1.63,1.62,1.5,2.37,2,None
11:40:04.838,55.61,OFFBOARD,-4.46,4.14,1.5,2.48,1,None
11:40:05.429,56.2,OFFBOARD,-7.6,5.88,1.5,2.89,1,None
11:40:06.118,56.89,OFFBOARD,-9.19,5.91,1.5,-2.88,1,None
11:40:06.911,57.68,OFFBOARD,-10.53,5.05,1.5,-2.3,2,None
11:40:07.592,58.37,OFFBOARD,-11.58,3.03,1.5,-1.86,2,None
11:40:08.694,59.47,OFFBOARD,-11.99,0.57,1.5,-1.62,2,None
11:40:09.843,60.62,OFFBOARD,-11.54,-3.16,1.5,-1.26,0,None
11:40:10.358,61.13,OFFBOARD,-9.84,-5.63,1.5,-0.54,1,None
11:40:11.201,61.97,OFFBOARD,-8.64,-6.0,1.5,-0.05,0,None
11:40:11.675,62.45,OFFBOARD,-6.28,-5.35,1.5,0.49,1,None
11:40:12.186,62.96,OFFBOARD,-4.78,-4.38,1.5,0.64,1,None
11:40:12.668,63.44,OFFBOARD,-3.0,-2.9,1.5,0.73,1,None
11:40:13.146,63.92,OFFBOARD,-1.34,-1.33,1.5,0.78,0,None
11:40:13.625,64.4,OFFBOARD,0.4,0.4,1.5,0.78,1,None
11:40:14.117,64.89,OFFBOARD,2.1,2.07,1.5,0.76,1,None
11:40:14.560,65.33,OFFBOARD,3.82,3.62,1.5,0.7,1,None
11:40:15.085,65.86,OFFBOARD,5.32,4.77,1.5,0.6,1,None
11:40:15.586,66.36,OFFBOARD,6.96,5.67,1.5,0.38,1,None
11:40:16.079,66.85,OFFBOARD,8.3,5.99,1.5,0.06,0,None
11:40:16.589,67.36,OFFBOARD,9.5,5.8,1.5,-0.39,0,None
11:40:17.044,67.82,OFFBOARD,10.49,5.1,1.5,-0.83,0,None
11:40:17.490,68.26,OFFBOARD,11.18,4.06,1.5,-1.11,0,None
11:40:17.953,68.73,OFFBOARD,11.66,2.74,1.5,-1.31,0,None
11:40:18.443,69.22,OFFBOARD,11.94,1.16,1.5,-1.47,0,None
11:40:18.948,69.72,OFFBOARD,11.98,-0.63,1.5,-1.62,0,None
11:40:19.419,70.19,OFFBOARD,11.75,-2.37,1.5,-1.79,0,None
11:40:19.860,70.63,OFFBOARD,11.31,-3.78,1.5,-1.98,0,None
11:40:20.327,71.1,OFFBOARD,10.69,-4.86,1.5,-2.23,0,None
11:40:20.797,71.57,OFFBOARD,9.82,-5.64,1.5,-2.61,0,None
11:40:21.262,72.03,OFFBOARD,8.74,-5.99,1.5,-3.05,0,None
11:40:21.757,72.53,OFFBOARD,7.5,-5.86,1.5,2.87,0,None
11:40:22.221,72.99,OFFBOARD,6.03,-5.21,1.5,2.62,0,None
11:40:22.685,73.46,OFFBOARD,4.54,-4.2,1.5,2.48,0,None
11:40:23.193,73.97,OFFBOARD,2.92,-2.83,1.5,2.4,0,None
11:40:23.668,74.44,OFFBOARD,1.17,-1.17,1.5,2.36,0,None
11:40:24.142,74.92,OFFBOARD,-0.55,0.55,1.5,2.36,0,None
11:40:24.640,75.41,OFFBOARD,-2.24,2.2,1.5,2.38,0,None
11:40:25.119,75.89,OFFBOARD,-3.98,3.75,1.5,2.45,0,None
11:40:25.577,76.35,OFFBOARD,-5.54,4.92,1.5,2.57,0,None
11:40:26.074,76.85,OFFBOARD,-6.97,5.67,1.5,2.76,0,None
11:40:27.287,78.06,OFFBOARD,-8.34,6.0,1.5,3.1,0,None
11:40:27.902,78.68,OFFBOARD,-10.94,4.5,1.5,-2.13,0,None
11:40:28.242,79.01,OFFBOARD,-11.61,2.94,1.5,-1.85,0,None
11:40:28.448,79.22,OFFBOARD,-11.87,1.75,1.5,-1.72,0,None
11:40:28.673,79.45,OFFBOARD,-11.96,1.0,1.5,-1.66,0,None
11:40:28.860,79.63,OFFBOARD,-11.99,0.36,1.5,-1.6,0,None
11:40:29.066,79.84,OFFBOARD,-11.99,-0.38,1.5,-1.54,0,None
11:40:29.306,80.08,OFFBOARD,-11.93,-1.28,1.5,-1.46,0,None
11:40:29.505,80.28,OFFBOARD,-11.83,-1.98,1.5,-1.4,0,None
11:40:29.751,80.52,OFFBOARD,-11.65,-2.79,1.5,-1.31,0,None
11:40:30.119,80.89,OFFBOARD,-11.42,-3.51,1.5,-1.21,0,None
11:40:30.422,81.19,OFFBOARD,-10.86,-4.62,1.5,-0.98,0,None
11:40:30.681,81.45,OFFBOARD,-10.42,-5.17,1.5,-0.8,0,None
11:40:30.886,81.66,OFFBOARD,-10.05,-5.49,1.5,-0.64,0,None
11:40:31.089,81.86,OFFBOARD,-9.61,-5.76,1.5,-0.44,0,None
11:40:31.293,82.07,OFFBOARD,-9.19,-5.91,1.5,-0.26,0,None
11:40:31.486,82.26,OFFBOARD,-8.72,-5.99,1.5,-0.08,0,None
11:40:31.682,82.45,OFFBOARD,-8.2,-5.99,1.5,0.09,0,None
11:40:31.847,82.62,OFFBOARD,-7.7,-5.91,1.5,0.23,0,None
11:40:32.471,83.24,OFFBOARD,-6.97,-5.68,1.5,0.38,0,None
11:40:32.959,83.73,OFFBOARD,-5.29,-4.75,1.5,0.6,0,None
11:40:33.414,84.19,OFFBOARD,-3.65,-3.47,1.5,0.71,0,None
11:40:33.866,84.64,OFFBOARD,-1.99,-1.96,1.5,0.76,0,None
11:40:34.477,85.25,OFFBOARD,-0.46,-0.46,1.5,0.78,0,None
11:40:34.953,85.73,OFFBOARD,1.77,1.75,1.5,0.77,0,None
11:40:35.428,86.2,OFFBOARD,3.45,3.3,1.5,0.72,0,None
11:40:35.916,86.69,OFFBOARD,5.06,4.59,1.5,0.62,0,None
11:40:36.390,87.16,OFFBOARD,6.59,5.51,1.5,0.44,0,None
11:40:36.861,87.63,OFFBOARD,7.94,5.95,1.5,0.17,0,None
11:40:37.355,88.13,OFFBOARD,9.15,5.92,1.5,-0.24,0,None
11:40:37.969,88.74,OFFBOARD,10.2,5.38,1.5,-0.7,0,None
11:40:38.447,89.22,OFFBOARD,11.17,4.09,1.5,-1.11,0,None
11:40:38.947,89.72,OFFBOARD,11.68,2.67,1.5,-1.32,0,None
11:40:39.484,90.26,OFFBOARD,11.97,0.88,1.5,-1.5,0,None
11:40:39.914,90.69,OFFBOARD,11.96,-0.93,1.5,-1.65,0,None
11:40:40.360,91.13,OFFBOARD,11.75,-2.39,1.5,-1.79,0,None
11:40:40.820,91.59,OFFBOARD,11.3,-3.79,1.5,-1.98,0,None
11:40:41.287,92.06,OFFBOARD,10.63,-4.93,1.5,-2.25,0,None
11:40:41.765,92.54,OFFBOARD,9.77,-5.67,1.5,-2.63,0,None
11:40:42.298,93.07,OFFBOARD,8.68,-5.99,1.5,-3.07,0,None
11:40:43.135,93.91,OFFBOARD,6.98,-5.68,1.5,2.76,0,None
11:40:43.641,94.41,OFFBOARD,4.62,-4.26,1.5,2.49,0,None
11:40:44.167,94.94,OFFBOARD,2.86,-2.77,1.5,2.4,0,None
11:40:44.643,95.42,OFFBOARD,1.05,-1.05,1.5,2.36,0,None
11:40:45.087,95.86,OFFBOARD,-0.64,0.64,1.5,2.36,0,None
11:40:45.897,96.67,OFFBOARD,-2.25,2.21,1.5,2.38,0,None
11:40:46.697,97.47,OFFBOARD,-5.01,4.55,1.5,2.52,0,None
11:40:47.139,97.91,OFFBOARD,-7.49,5.85,1.5,2.87,0,None
11:40:47.599,98.37,OFFBOARD,-8.66,5.99,1.5,-3.08,0,None
11:40:48.069,98.84,OFFBOARD,-9.74,5.69,1.5,-2.64,0,None
11:40:48.559,99.33,OFFBOARD,-10.61,4.95,1.5,-2.26,0,None
11:40:49.000,99.77,OFFBOARD,-11.29,3.82,1.5,-1.98,0,None
11:40:49.449,100.22,OFFBOARD,-11.74,2.41,1.5,-1.79,0,None
11:40:49.895,100.67,OFFBOARD,-11.96,0.92,1.5,-1.65,0,None
11:40:50.325,101.1,OFFBOARD,-11.98,-0.74,1.5,-1.51,0,None
11:40:50.793,101.57,OFFBOARD,-11.78,-2.24,1.5,-1.37,0,None
11:40:51.361,102.13,OFFBOARD,-11.35,-3.68,1.5,-1.18,0,None
11:40:51.850,102.62,OFFBOARD,-10.54,-5.04,1.5,-0.85,0,None
11:40:52.355,103.13,OFFBOARD,-9.57,-5.77,1.5,-0.42,0,None
11:40:52.871,103.64,OFFBOARD,-8.36,-6.0,1.5,0.04,0,None
11:40:53.580,104.35,OFFBOARD,-6.95,-5.67,1.5,0.38,0,None
11:40:54.001,104.77,OFFBOARD,-4.74,-4.36,1.5,0.64,0,None
11:40:54.531,105.3,OFFBOARD,-3.27,-3.14,1.5,0.72,0,None
11:40:55.024,105.8,OFFBOARD,-1.45,-1.44,1.5,0.77,0,None
11:40:55.462,106.24,OFFBOARD,0.33,0.33,1.5,0.78,0,None
11:40:55.941,106.71,OFFBOARD,1.92,1.9,1.5,0.77,0,None
11:40:56.408,107.18,OFFBOARD,3.61,3.44,1.5,0.71,0,None
11:40:57.128,107.9,OFFBOARD,5.16,4.66,1.5,0.61,0,None
11:40:57.630,108.4,OFFBOARD,7.44,5.84,1.5,0.29,0,None
11:40:58.066,108.84,OFFBOARD,8.69,5.99,1.5,-0.07,0,None
11:40:58.504,109.28,OFFBOARD,9.72,5.7,1.5,-0.49,0,None
11:40:58.971,109.74,OFFBOARD,10.55,5.03,1.5,-0.85,0,None
11:40:59.429,110.2,OFFBOARD,11.24,3.94,1.5,-1.14,0,None
11:40:59.908,110.68,OFFBOARD,11.71,2.54,1.5,-1.34,0,None
11:41:00.364,111.14,OFFBOARD,11.97,0.9,1.5,-1.49,0,None
11:41:00.824,111.6,OFFBOARD,11.98,-0.71,1.5,-1.63,0,None
11:41:01.267,112.04,OFFBOARD,11.76,-2.32,1.5,-1.78,0,None
11:41:01.724,112.5,OFFBOARD,11.34,-3.71,1.5,-1.97,0,None
11:41:02.152,112.92,OFFBOARD,10.74,-4.79,1.5,-2.21,0,None
11:41:02.586,113.36,OFFBOARD,9.92,-5.58,1.5,-2.57,0,None
11:41:03.029,113.8,OFFBOARD,9.01,-5.95,1.5,-2.95,0,None
11:41:03.481,114.25,OFFBOARD,7.82,-5.93,1.5,2.95,0,None
11:41:03.925,114.7,OFFBOARD,6.58,-5.5,1.5,2.7,0,None
11:41:04.362,115.13,OFFBOARD,5.13,-4.63,1.5,2.53,0,None
11:41:04.811,115.58,OFFBOARD,3.67,-3.49,1.5,2.43,0,None
11:41:05.318,116.09,OFFBOARD,2.11,-2.08,1.5,2.38,0,None
11:41:05.791,116.56,OFFBOARD,0.28,-0.28,1.5,2.36,0,None
11:41:06.252,117.02,OFFBOARD,-1.35,1.34,1.5,2.37,0,None
11:41:07.118,117.89,OFFBOARD,-3.25,3.13,1.5,2.42,0,None
11:41:07.705,118.48,OFFBOARD,-6.08,5.24,1.5,2.63,0,None
11:41:08.018,118.79,OFFBOARD,-7.79,5.93,1.5,2.94,0,None
11:41:08.395,119.17,OFFBOARD,-8.71,5.99,1.5,-3.07,0,None
11:41:08.735,119.51,OFFBOARD,-9.54,5.79,1.5,-2.73,0,None
11:41:09.061,119.83,OFFBOARD,-10.21,5.36,1.5,-2.44,0,None
11:41:09.362,120.13,OFFBOARD,-10.76,4.77,1.5,-2.2,0,None
11:41:09.695,120.47,OFFBOARD,-11.19,4.04,1.5,-2.02,0,None
11:41:09.998,120.77,OFFBOARD,-11.57,3.06,1.5,-1.87,0,None
11:41:10.294,121.07,OFFBOARD,-11.81,2.1,1.5,-1.76,0,None
11:41:10.598,121.37,OFFBOARD,-11.95,1.05,1.5,-1.66,0,None
11:41:10.945,121.72,OFFBOARD,-12.0,-0.21,1.5,-1.55,0,None
11:41:11.258,122.03,OFFBOARD,-11.93,-1.25,1.5,-1.46,0,None
11:41:11.590,122.36,OFFBOARD,-11.74,-2.41,1.5,-1.35,0,None
11:41:11.946,122.72,OFFBOARD,-11.42,-3.51,1.5,-1.21,0,None
11:41:12.193,122.97,OFFBOARD,-11.03,-4.34,1.5,-1.05,0,None
11:41:12.427,123.2,OFFBOARD,-10.66,-4.89,1.5,-0.9,0,None
11:41:12.666,123.44,OFFBOARD,-10.24,-5.33,1.5,-0.72,0,None
11:41:12.844,123.62,OFFBOARD,-9.89,-5.6,1.5,-0.56,0,None
11:41:13.018,123.79,OFFBOARD,-9.5,-5.8,1.5,-0.39,0,None
11:41:13.216,123.99,OFFBOARD,-9.05,-5.94,1.5,-0.21,0,None
11:41:13.411,124.18,OFFBOARD,-8.56,-6.0,1.5,-0.03,0,None
11:41:13.589,124.36,OFFBOARD,-8.11,-5.98,1.5,0.12,0,None
11:41:13.788,124.56,OFFBOARD,-7.58,-5.88,1.5,0.26,0,None
11:41:13.960,124.73,OFFBOARD,-7.09,-5.72,1.5,0.36,0,None
11:41:14.142,124.91,OFFBOARD,-6.58,-5.5,1.5,0.44,0,None
11:41:14.321,125.09,OFFBOARD,-5.98,-5.19,1.5,0.53,0,None
11:41:14.497,125.27,OFFBOARD,-5.44,-4.85,1.5,0.58,0,None
11:41:14.678,125.45,OFFBOARD,-4.89,-4.47,1.5,0.63,0,None
11:41:14.861,125.63,OFFBOARD,-4.27,-3.99,1.5,0.67,0,None
11:41:15.033,125.81,OFFBOARD,-3.67,-3.49,1.5,0.71,0,None
11:41:15.202,125.98,OFFBOARD,-3.07,-2.97,1.5,0.73,0,None
11:41:15.384,126.16,OFFBOARD,-2.41,-2.36,1.5,0.75,0,None
11:41:15.563,126.34,OFFBOARD,-1.78,-1.76,1.5,0.77,0,None
11:41:15.754,126.53,OFFBOARD,-1.14,-1.13,1.5,0.78,0,None
11:41:15.933,126.71,OFFBOARD,-0.46,-0.46,1.5,0.78,0,None
11:41:16.129,126.9,OFFBOARD,0.19,0.19,1.5,0.79,0,None
11:41:16.298,127.07,OFFBOARD,0.86,0.85,1.5,0.78,0,None
11:41:16.475,127.25,OFFBOARD,1.45,1.44,1.5,0.77,0,None
11:41:16.659,127.43,OFFBOARD,2.1,2.07,1.5,0.76,0,None
11:41:16.829,127.6,OFFBOARD,2.72,2.65,1.5,0.74,0,None
11:41:17.035,127.81,OFFBOARD,3.43,3.29,1.5,0.72,0,None
11:41:17.214,127.99,OFFBOARD,4.08,3.84,1.5,0.69,0,None
11:41:17.418,128.19,OFFBOARD,4.76,4.37,1.5,0.64,0,None
11:41:17.589,128.36,OFFBOARD,5.3,4.76,1.5,0.6,0,None
11:41:17.771,128.54,OFFBOARD,5.86,5.11,1.5,0.54,0,None
11:41:17.956,128.73,OFFBOARD,6.41,5.42,1.5,0.47,0,None
11:41:18.225,129.0,OFFBOARD,7.14,5.74,1.5,0.35,0,None
11:41:18.522,129.29,OFFBOARD,7.88,5.94,1.5,0.18,0,None
11:41:18.839,129.61,OFFBOARD,8.83,5.98,1.5,-0.12,0,None
11:41:19.089,129.86,OFFBOARD,9.44,5.83,1.5,-0.37,0,None
11:41:19.325,130.1,OFFBOARD,9.93,5.57,1.5,-0.58,0,None
11:41:19.560,130.33,OFFBOARD,10.39,5.2,1.5,-0.78,0,None
11:41:19.790,130.56,OFFBOARD,10.78,4.74,1.5,-0.95,0,None
11:41:20.072,130.85,OFFBOARD,11.13,4.16,1.5,-1.09,0,None
11:41:20.504,131.28,OFFBOARD,11.49,3.31,1.5,-1.24,0,None
11:41:20.770,131.54,OFFBOARD,11.8,2.13,1.5,-1.38,0,None
11:41:20.974,131.75,OFFBOARD,11.93,1.28,1.5,-1.46,0,None
11:41:21.164,131.94,OFFBOARD,11.99,0.55,1.5,-1.52,0,None
11:41:21.359,132.13,OFFBOARD,12.0,-0.12,1.5,-1.58,0,None
11:41:21.549,132.32,OFFBOARD,11.97,-0.81,1.5,-1.64,0,None
11:41:21.738,132.51,OFFBOARD,11.9,-1.5,1.5,-1.7,0,None
11:41:21.922,132.69,OFFBOARD,11.8,-2.17,1.5,-1.77,0,None
11:41:22.114,132.89,OFFBOARD,11.66,-2.74,1.5,-1.83,0,None
11:41:22.365,133.14,OFFBOARD,11.47,-3.38,1.5,-1.91,0,None
11:41:22.606,133.38,OFFBOARD,11.17,-4.09,1.5,-2.03,0,None
11:41:22.785,133.56,OFFBOARD,10.84,-4.65,1.5,-2.17,0,None
11:41:22.975,133.75,OFFBOARD,10.55,-5.03,1.5,-2.29,0,None
11:41:23.165,133.94,OFFBOARD,10.21,-5.36,1.5,-2.44,0,None
11:41:23.459,134.23,OFFBOARD,9.65,-5.74,1.5,-2.68,0,None
11:41:23.753,134.53,OFFBOARD,9.0,-5.95,1.5,-2.96,0,None
11:41:23.987,134.76,OFFBOARD,8.33,-6.0,1.5,3.09,0,None
11:41:24.228,135.0,OFFBOARD,7.7,-5.91,1.5,2.91,0,None
11:41:24.513,135.29,OFFBOARD,6.96,-5.67,1.5,2.76,0,None
11:41:24.727,135.5,OFFBOARD,6.3,-5.36,1.5,2.66,0,None
11:41:25.074,135.85,OFFBOARD,5.19,-4.68,1.5,2.53,0,None
11:41:25.332,136.11,OFFBOARD,4.3,-4.02,1.5,2.47,0,None
11:41:25.531,136.3,OFFBOARD,3.55,-3.39,1.5,2.43,0,None
11:41:26.327,137.1,OFFBOARD,2.54,-2.48,1.5,2.39,0,None
11:41:26.820,137.59,OFFBOARD,0.02,-0.02,1.5,2.36,0,None
11:41:27.256,138.03,OFFBOARD,-1.65,1.63,1.5,2.37,0,None
11:41:27.730,138.5,OFFBOARD,-3.25,3.13,1.5,2.42,0,None
11:41:28.206,138.98,OFFBOARD,-4.85,4.44,1.5,2.51,0,None
11:41:28.677,139.45,OFFBOARD,-6.35,5.39,1.5,2.66,0,None
11:41:29.150,139.92,OFFBOARD,-7.74,5.92,1.5,2.93,0,None
11:41:29.671,140.44,OFFBOARD,-8.94,5.96,1.5,-2.98,0,None
11:41:30.134,140.91,OFFBOARD,-10.09,5.46,1.5,-2.49,0,None
11:41:30.557,141.33,OFFBOARD,-10.88,4.58,1.5,-2.15,0,None
11:41:31.005,141.78,OFFBOARD,-11.43,3.47,1.5,-1.93,0,None
11:41:31.511,142.28,OFFBOARD,-11.82,2.06,1.5,-1.75,0,None
11:41:32.208,142.98,OFFBOARD,-11.99,-0.42,1.5,-1.54,0,None
11:41:32.672,143.44,OFFBOARD,-11.79,-2.22,1.5,-1.37,0,None
11:41:33.121,143.89,OFFBOARD,-11.35,-3.68,1.5,-1.18,0,None
11:41:33.597,144.37,OFFBOARD,-10.72,-4.81,1.5,-0.93,0,None
11:41:34.057,144.83,OFFBOARD,-9.88,-5.61,1.5,-0.56,0,None
11:41:34.494,145.27,OFFBOARD,-8.83,-5.98,1.5,-0.12,0,None
11:41:34.989,145.76,OFFBOARD,-7.71,-5.91,1.5,0.22,0,None
11:41:35.439,146.21,OFFBOARD,-6.26,-5.34,1.5,0.49,0,None
11:41:35.931,146.7,OFFBOARD,-4.79,-4.39,1.5,0.64,0,None
11:41:36.368,147.14,OFFBOARD,-3.14,-3.03,1.5,0.73,0,None
11:41:36.831,147.6,OFFBOARD,-1.57,-1.56,1.5,0.77,0,None
11:41:37.306,148.08,OFFBOARD,0.04,0.04,1.5,0.79,0,None
11:41:37.756,148.53,OFFBOARD,1.72,1.7,1.5,0.77,0,None
11:41:38.222,149.0,OFFBOARD,3.36,3.22,1.5,0.72,0,None
11:41:38.650,149.42,OFFBOARD,4.92,4.49,1.5,0.63,0,None
11:41:39.109,149.88,OFFBOARD,6.25,5.34,1.5,0.49,0,None
11:41:39.577,150.35,OFFBOARD,7.61,5.88,1.5,0.25,0,None
11:41:40.053,150.83,OFFBOARD,8.84,5.98,1.5,-0.13,0,None
11:41:40.496,151.27,OFFBOARD,9.89,5.6,1.5,-0.56,0,None
11:41:40.939,151.71,OFFBOARD,10.71,4.83,1.5,-0.92,0,None
11:41:41.381,152.15,OFFBOARD,11.34,3.71,1.5,-1.18,0,None
11:41:41.818,152.59,OFFBOARD,11.75,2.37,1.5,-1.36,0,None
11:41:42.295,153.07,OFFBOARD,11.97,0.81,1.5,-1.5,0,None
11:41:42.749,153.52,OFFBOARD,11.97,-0.86,1.5,-1.64,0,None
11:41:43.191,153.96,OFFBOARD,11.75,-2.38,1.5,-1.79,0,None
11:41:43.640,154.41,OFFBOARD,11.31,-3.78,1.5,-1.98,0,None
11:41:44.093,154.87,OFFBOARD,10.65,-4.9,1.5,-2.24,0,None
11:41:44.569,155.34,OFFBOARD,9.83,-5.64,1.5,-2.6,0,None
11:41:45.038,155.81,OFFBOARD,8.73,-5.99,1.5,-3.06,0,None
11:41:45.500,156.27,OFFBOARD,7.5,-5.86,1.5,2.87,0,None
11:41:45.991,156.76,OFFBOARD,6.13,-5.27,1.5,2.63,0,None
11:41:46.481,157.25,OFFBOARD,4.49,-4.17,1.5,2.48,0,None
11:41:46.991,157.76,OFFBOARD,2.86,-2.77,1.5,2.4,0,None
